顾客编号,1月销售总额,1月消费天数,2月销售总额,2月消费天数,3月销售总额,3月消费天数,4月销售总额,4月消费天数
1484,0.0,0.0,139.20000000000002,1.0,0.0,0.0,0.0,0.0
1485,0.0,0.0,36.8,1.0,0.0,0.0,0.0,0.0
1486,0.0,0.0,146.12,1.0,0.0,0.0,24.89,2.0
1487,0.0,0.0,106.8,1.0,0.0,0.0,0.0,0.0
1488,0.0,0.0,108.9,1.0,0.0,0.0,0.0,0.0
1489,0.0,0.0,189.11,2.0,0.0,0.0,0.0,0.0
1490,0.0,0.0,94.0,1.0,0.0,0.0,161.0,1.0
1491,0.0,0.0,19.21,1.0,111.22000000000003,3.0,0.0,0.0
1492,0.0,0.0,54.129999999999995,1.0,0.0,0.0,0.0,0.0
1493,0.0,0.0,40.16,2.0,0.0,0.0,0.0,0.0
1494,0.0,0.0,39.8,1.0,0.0,0.0,0.0,0.0
1495,0.0,0.0,209.57000000000005,1.0,0.0,0.0,58.0,1.0
1496,0.0,0.0,116.86,1.0,0.0,0.0,0.0,0.0
1497,0.0,0.0,104.48000000000002,3.0,14.83,1.0,0.0,0.0
1498,0.0,0.0,129.9,1.0,38.4,1.0,0.0,0.0
1499,0.0,0.0,162.90000000000003,1.0,0.0,0.0,0.0,0.0
1500,0.0,0.0,190.5,1.0,0.0,0.0,0.0,0.0
1501,0.0,0.0,610.56,2.0,267.28999999999996,3.0,26.799999999999997,2.0
1502,0.0,0.0,90.81,1.0,0.0,0.0,0.0,0.0
1503,0.0,0.0,162.4,1.0,0.0,0.0,0.0,0.0
1504,0.0,0.0,117.7,1.0,0.0,0.0,0.0,0.0
1505,0.0,0.0,65.4,1.0,0.0,0.0,0.0,0.0
1506,0.0,0.0,15.9,1.0,0.0,0.0,20.36,1.0
1507,0.0,0.0,101.28,1.0,0.0,0.0,0.0,0.0
1508,0.0,0.0,149.69,3.0,0.0,0.0,0.0,0.0
1509,0.0,0.0,230.21000000000004,1.0,106.71000000000001,2.0,70.30000000000001,2.0
1510,0.0,0.0,116.80000000000003,1.0,0.0,0.0,0.0,0.0
1511,0.0,0.0,231.0,1.0,0.0,0.0,0.0,0.0
1512,0.0,0.0,158.89999999999998,4.0,136.68,6.0,410.45,8.0
1513,0.0,0.0,105.11000000000001,1.0,0.0,0.0,0.0,0.0
1514,0.0,0.0,99.59,1.0,0.0,0.0,0.0,0.0
1515,0.0,0.0,51.71,1.0,0.0,0.0,0.0,0.0
1516,0.0,0.0,60.31,1.0,0.0,0.0,31.2,1.0
1517,0.0,0.0,249.50000000000003,1.0,0.0,0.0,0.0,0.0
1518,0.0,0.0,32.559999999999995,1.0,0.0,0.0,0.0,0.0
1519,0.0,0.0,85.66,1.0,0.0,0.0,0.0,0.0
1520,0.0,0.0,264.97,1.0,0.0,0.0,0.0,0.0
1521,0.0,0.0,59.36,1.0,57.44,2.0,62.67999999999999,3.0
1522,0.0,0.0,35.09,1.0,51.440000000000005,2.0,33.519999999999996,1.0
1523,0.0,0.0,231.95000000000005,1.0,0.0,0.0,0.0,0.0
1524,0.0,0.0,207.56,2.0,13.93,1.0,0.0,0.0
1525,0.0,0.0,117.59999999999998,1.0,0.0,0.0,0.0,0.0
1526,0.0,0.0,53.4,1.0,0.0,0.0,0.0,0.0
1527,0.0,0.0,17.9,1.0,0.0,0.0,0.0,0.0
1528,0.0,0.0,104.60000000000001,2.0,74.4,2.0,64.69999999999999,1.0
1529,0.0,0.0,168.8,1.0,0.0,0.0,0.0,0.0
1530,0.0,0.0,113.77000000000001,1.0,0.0,0.0,0.0,0.0
1531,0.0,0.0,22.39,1.0,0.0,0.0,0.0,0.0
1532,0.0,0.0,53.3,1.0,0.0,0.0,0.0,0.0
1533,0.0,0.0,298.49999999999994,1.0,0.0,0.0,0.0,0.0
1534,0.0,0.0,255.0,1.0,0.0,0.0,0.0,0.0
1535,0.0,0.0,125.7,1.0,41.6,1.0,0.0,0.0
1536,0.0,0.0,24.07,1.0,0.0,0.0,0.0,0.0
1537,0.0,0.0,68.5,1.0,57.7,1.0,0.0,0.0
1538,0.0,0.0,202.9,1.0,0.0,0.0,0.0,0.0
1539,0.0,0.0,50.5,1.0,0.0,0.0,0.0,0.0
1540,0.0,0.0,102.41999999999999,1.0,0.0,0.0,0.0,0.0
1541,0.0,0.0,745.8999999999999,1.0,0.0,0.0,0.0,0.0
1542,0.0,0.0,132.1,1.0,8.9,1.0,16.75,1.0
1543,0.0,0.0,180.8,1.0,0.0,0.0,0.0,0.0
1544,0.0,0.0,120.82000000000002,2.0,177.31000000000003,3.0,81.38000000000001,2.0
1545,0.0,0.0,64.14,1.0,0.0,0.0,0.0,0.0
1546,0.0,0.0,18.330000000000002,1.0,17.599999999999998,1.0,0.0,0.0
1547,0.0,0.0,57.9,1.0,0.0,0.0,0.0,0.0
1548,0.0,0.0,288.0,1.0,196.2,1.0,0.0,0.0
1549,0.0,0.0,106.2,1.0,0.0,0.0,0.0,0.0
1550,0.0,0.0,120.0,1.0,0.0,0.0,0.0,0.0
1551,0.0,0.0,63.4,1.0,0.0,0.0,0.0,0.0
1552,0.0,0.0,13.8,1.0,0.0,0.0,0.0,0.0
1553,0.0,0.0,39.73,1.0,482.9499999999998,4.0,32.550000000000004,2.0
1554,0.0,0.0,104.01,2.0,0.0,0.0,0.0,0.0
1555,0.0,0.0,61.0,2.0,0.0,0.0,0.0,0.0
1556,0.0,0.0,248.01999999999998,1.0,0.0,0.0,0.0,0.0
1557,0.0,0.0,348.6,1.0,0.0,0.0,0.0,0.0
1558,0.0,0.0,60.96,1.0,0.0,0.0,0.0,0.0
1559,0.0,0.0,312.64,4.0,399.23999999999995,13.0,274.71999999999997,5.0
1560,0.0,0.0,278.38,1.0,75.73,2.0,0.0,0.0
1561,0.0,0.0,407.56,1.0,268.30000000000007,4.0,243.0,3.0
1562,0.0,0.0,287.48999999999995,5.0,328.02,13.0,0.0,0.0
1563,0.0,0.0,100.5,1.0,0.0,0.0,0.0,0.0
1564,0.0,0.0,90.22999999999999,1.0,0.0,0.0,0.0,0.0
1565,0.0,0.0,119.5,3.0,6.8,1.0,125.3,2.0
1566,0.0,0.0,404.7,1.0,0.0,0.0,0.0,0.0
1567,0.0,0.0,153.51,1.0,127.3,1.0,0.0,0.0
1568,0.0,0.0,127.90999999999998,2.0,0.0,0.0,0.0,0.0
1569,0.0,0.0,264.53,1.0,0.0,0.0,0.0,0.0
1570,0.0,0.0,63.66000000000001,1.0,0.0,0.0,0.0,0.0
1571,0.0,0.0,76.94,1.0,598.99,8.0,0.0,0.0
1572,0.0,0.0,86.4,1.0,39.730000000000004,2.0,22.38,1.0
1573,0.0,0.0,237.86,1.0,0.0,0.0,0.0,0.0
1574,0.0,0.0,195.36,2.0,0.0,0.0,0.0,0.0
1575,0.0,0.0,35.2,1.0,329.96999999999997,7.0,12.05,1.0
1576,0.0,0.0,253.88,1.0,0.0,0.0,0.0,0.0
1577,0.0,0.0,113.4,1.0,0.0,0.0,0.0,0.0
1578,0.0,0.0,27.06,1.0,0.0,0.0,0.0,0.0
1579,0.0,0.0,16.3,1.0,0.0,0.0,24.689999999999998,1.0
1580,0.0,0.0,58.599999999999994,2.0,0.0,0.0,41.75,2.0
1581,0.0,0.0,21.7,1.0,0.0,0.0,13.9,1.0
1582,0.0,0.0,319.0,1.0,0.0,0.0,0.0,0.0
1583,0.0,0.0,60.599999999999994,1.0,0.0,0.0,0.0,0.0
1584,0.0,0.0,61.93,1.0,0.0,0.0,21.44,1.0
1585,0.0,0.0,103.0,1.0,0.0,0.0,9.0,1.0
1586,0.0,0.0,30.689999999999998,1.0,0.0,0.0,0.0,0.0
1587,0.0,0.0,205.8,1.0,0.0,0.0,0.0,0.0
1588,0.0,0.0,246.0,1.0,0.0,0.0,0.0,0.0
1589,0.0,0.0,22.3,1.0,0.0,0.0,0.0,0.0
1590,0.0,0.0,33.19,1.0,0.0,0.0,0.0,0.0
1591,0.0,0.0,65.4,1.0,0.0,0.0,0.0,0.0
1592,0.0,0.0,145.14000000000001,1.0,0.0,0.0,0.0,0.0
1593,0.0,0.0,50.62,1.0,0.0,0.0,0.0,0.0
1594,0.0,0.0,1563.9,1.0,0.0,0.0,0.0,0.0
1595,0.0,0.0,75.48999999999997,2.0,0.0,0.0,182.54000000000002,3.0
1596,0.0,0.0,129.10000000000002,1.0,150.97,3.0,51.08,1.0
1597,0.0,0.0,26.24,1.0,0.0,0.0,0.0,0.0
1598,0.0,0.0,96.89000000000001,2.0,24.119999999999997,1.0,0.0,0.0
1599,0.0,0.0,336.8,2.0,0.0,0.0,0.0,0.0
1600,0.0,0.0,161.82,1.0,0.0,0.0,0.0,0.0
1601,0.0,0.0,61.040000000000006,1.0,0.0,0.0,0.0,0.0
1602,0.0,0.0,108.99000000000001,1.0,30.52,1.0,0.0,0.0
1603,0.0,0.0,84.44,1.0,93.83000000000001,3.0,63.08,1.0
1604,0.0,0.0,88.19999999999999,1.0,0.0,0.0,0.0,0.0
1605,0.0,0.0,48.849999999999994,1.0,0.0,0.0,25.970000000000002,1.0
1606,0.0,0.0,20.7,1.0,0.0,0.0,0.0,0.0
1607,0.0,0.0,20.8,1.0,0.0,0.0,0.0,0.0
1608,0.0,0.0,79.9,1.0,119.0,1.0,0.0,0.0
1609,0.0,0.0,112.87,2.0,188.7,2.0,0.0,0.0
1610,0.0,0.0,5.9,1.0,0.0,0.0,0.0,0.0
1611,0.0,0.0,259.4,1.0,0.0,0.0,0.0,0.0
1612,0.0,0.0,255.51,3.0,30.270000000000003,2.0,49.1,1.0
1613,0.0,0.0,179.7,1.0,61.599999999999994,1.0,38.19,1.0
1614,0.0,0.0,617.6999999999999,1.0,0.0,0.0,0.0,0.0
1615,0.0,0.0,118.0,1.0,0.0,0.0,0.0,0.0
1616,0.0,0.0,131.82999999999996,1.0,0.0,0.0,52.800000000000004,1.0
1617,0.0,0.0,17.54,1.0,0.0,0.0,0.0,0.0
1618,0.0,0.0,45.199999999999996,1.0,0.0,0.0,0.0,0.0
1619,0.0,0.0,99.7,1.0,0.0,0.0,0.0,0.0
1620,0.0,0.0,61.3,1.0,0.0,0.0,0.0,0.0
1621,0.0,0.0,34.96000000000001,1.0,0.0,0.0,0.0,0.0
1622,0.0,0.0,102.35,1.0,200.28000000000003,4.0,69.2,2.0
1623,0.0,0.0,216.9,1.0,0.0,0.0,19.9,1.0
1624,0.0,0.0,177.0,1.0,0.0,0.0,0.0,0.0
1625,0.0,0.0,62.629999999999995,1.0,0.0,0.0,0.0,0.0
1626,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0
1627,0.0,0.0,142.51,1.0,0.0,0.0,0.0,0.0
1628,0.0,0.0,170.39999999999998,1.0,0.0,0.0,0.0,0.0
1629,0.0,0.0,166.8,1.0,179.10000000000002,1.0,0.0,0.0
1630,0.0,0.0,240.84000000000003,1.0,0.0,0.0,0.0,0.0
1631,0.0,0.0,56.78,1.0,35.309999999999995,3.0,371.02,6.0
1632,0.0,0.0,182.4,1.0,0.0,0.0,0.0,0.0
1633,0.0,0.0,80.6,1.0,0.0,0.0,0.0,0.0
1634,0.0,0.0,40.8,1.0,31.8,1.0,0.0,0.0
1635,0.0,0.0,33.199999999999996,1.0,0.0,0.0,0.0,0.0
1636,0.0,0.0,63.8,1.0,0.0,0.0,0.0,0.0
1637,0.0,0.0,117.0,1.0,0.0,0.0,0.0,0.0
1638,0.0,0.0,45.900000000000006,1.0,22.78,1.0,0.0,0.0
1639,0.0,0.0,3.77,1.0,0.0,0.0,102.73,3.0
1640,0.0,0.0,183.74,3.0,28.0,1.0,174.01,4.0
1641,0.0,0.0,3.9,1.0,0.0,0.0,33.5,1.0
1642,0.0,0.0,58.8,1.0,0.0,0.0,0.0,0.0
1643,0.0,0.0,75.5,1.0,0.0,0.0,0.0,0.0
1644,0.0,0.0,56.54,1.0,0.0,0.0,0.0,0.0
1645,0.0,0.0,122.0,1.0,0.0,0.0,0.0,0.0
1646,0.0,0.0,127.18,2.0,0.0,0.0,0.0,0.0
1647,0.0,0.0,80.9,1.0,0.0,0.0,0.0,0.0
1648,0.0,0.0,228.9,1.0,0.0,0.0,0.0,0.0
1649,0.0,0.0,47.76,1.0,17.4,1.0,41.55,2.0
1650,0.0,0.0,68.9,1.0,0.0,0.0,0.0,0.0
1651,0.0,0.0,122.5,1.0,0.0,0.0,0.0,0.0
1652,0.0,0.0,97.69999999999999,1.0,0.0,0.0,0.0,0.0
1653,0.0,0.0,38.65,2.0,0.0,0.0,82.48,2.0
1654,0.0,0.0,53.349999999999994,1.0,0.0,0.0,0.0,0.0
1655,0.0,0.0,40.599999999999994,1.0,0.0,0.0,0.0,0.0
1656,0.0,0.0,98.4,1.0,86.86,1.0,0.0,0.0
1657,0.0,0.0,32.9,1.0,0.0,0.0,0.0,0.0
1658,0.0,0.0,97.60000000000002,1.0,0.0,0.0,0.0,0.0
1659,0.0,0.0,157.8,1.0,0.0,0.0,0.0,0.0
1660,0.0,0.0,10.8,1.0,0.0,0.0,0.0,0.0
1661,0.0,0.0,39.31999999999999,1.0,0.0,0.0,30.0,1.0
1662,0.0,0.0,28.9,1.0,55.77,1.0,0.0,0.0
1663,0.0,0.0,91.9,1.0,0.0,0.0,0.0,0.0
1664,0.0,0.0,36.08,1.0,0.0,0.0,0.0,0.0
1665,0.0,0.0,147.72,1.0,0.0,0.0,0.0,0.0
1666,0.0,0.0,138.3,1.0,0.0,0.0,0.0,0.0
1667,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0
1668,0.0,0.0,94.6,1.0,75.94000000000001,1.0,0.0,0.0
1669,0.0,0.0,91.50000000000001,1.0,0.0,0.0,0.0,0.0
1670,0.0,0.0,37.82,1.0,70.27,4.0,0.0,0.0
1671,0.0,0.0,22.54,1.0,0.0,0.0,215.69,1.0
1672,0.0,0.0,17.82,1.0,0.0,0.0,0.0,0.0
1673,0.0,0.0,102.0,1.0,0.0,0.0,0.0,0.0
1674,0.0,0.0,107.02999999999999,3.0,29.96,1.0,0.0,0.0
1675,0.0,0.0,14.200000000000001,1.0,0.0,0.0,0.0,0.0
1676,0.0,0.0,81.24000000000001,1.0,11.4,1.0,98.88,1.0
1677,0.0,0.0,85.8,1.0,33.81,1.0,0.0,0.0
1678,0.0,0.0,9.29,1.0,0.0,0.0,0.0,0.0
1679,0.0,0.0,65.65,1.0,151.76,1.0,0.0,0.0
1680,0.0,0.0,53.3,1.0,0.0,0.0,0.0,0.0
1681,0.0,0.0,13.7,1.0,0.0,0.0,28.0,1.0
1682,0.0,0.0,103.4,1.0,0.0,0.0,0.0,0.0
1683,0.0,0.0,80.9,1.0,0.0,0.0,0.0,0.0
1684,0.0,0.0,45.209999999999994,1.0,0.0,0.0,0.0,0.0
1685,0.0,0.0,206.0,1.0,0.0,0.0,0.0,0.0
1686,0.0,0.0,100.8,1.0,0.0,0.0,0.0,0.0
1687,0.0,0.0,37.54,2.0,176.86,3.0,56.73,2.0
1688,0.0,0.0,184.62,2.0,0.0,0.0,28.5,1.0
1689,0.0,0.0,30.000000000000004,1.0,0.0,0.0,0.0,0.0
1690,0.0,0.0,24.6,1.0,0.0,0.0,0.0,0.0
1691,0.0,0.0,190.70000000000002,1.0,0.0,0.0,0.0,0.0
1692,0.0,0.0,73.71000000000001,1.0,55.03,1.0,0.0,0.0
1693,0.0,0.0,33.93000000000001,1.0,0.0,0.0,0.0,0.0
1694,0.0,0.0,21.590000000000003,1.0,0.0,0.0,199.73,2.0
1695,0.0,0.0,82.19999999999999,1.0,0.0,0.0,0.0,0.0
1696,0.0,0.0,170.60000000000002,2.0,17.13,1.0,0.0,0.0
1697,0.0,0.0,50.839999999999996,1.0,0.0,0.0,0.0,0.0
1698,0.0,0.0,8.98,1.0,0.0,0.0,0.0,0.0
1699,0.0,0.0,77.0,1.0,80.4,1.0,0.0,0.0
1700,0.0,0.0,83.25,1.0,0.0,0.0,0.0,0.0
1701,0.0,0.0,104.5,1.0,35.8,1.0,0.0,0.0
1702,0.0,0.0,37.8,1.0,0.0,0.0,0.0,0.0
1703,0.0,0.0,50.8,2.0,95.70000000000002,2.0,0.0,0.0
1704,0.0,0.0,106.8,1.0,0.0,0.0,0.0,0.0
1705,0.0,0.0,21.130000000000003,1.0,0.0,0.0,0.0,0.0
1706,0.0,0.0,97.87,1.0,0.0,0.0,0.0,0.0
1707,0.0,0.0,19.9,1.0,0.0,0.0,0.0,0.0
1708,0.0,0.0,183.66,3.0,0.0,0.0,0.0,0.0
1709,0.0,0.0,32.9,1.0,0.0,0.0,0.0,0.0
1710,0.0,0.0,31.86,1.0,0.0,0.0,0.0,0.0
1711,0.0,0.0,71.3,1.0,0.0,0.0,0.0,0.0
1712,0.0,0.0,31.900000000000002,2.0,63.18000000000001,5.0,137.8,2.0
1713,0.0,0.0,20.9,1.0,0.0,0.0,0.0,0.0
1714,0.0,0.0,38.9,1.0,0.0,0.0,0.0,0.0
1715,0.0,0.0,76.61,1.0,0.0,0.0,67.61999999999999,1.0
1716,0.0,0.0,76.17000000000002,1.0,0.0,0.0,0.0,0.0
1717,0.0,0.0,55.8,1.0,0.0,0.0,13.100000000000001,1.0
1718,0.0,0.0,96.99,1.0,0.0,0.0,0.0,0.0
1719,0.0,0.0,60.370000000000005,2.0,141.54000000000002,3.0,0.0,0.0
1720,0.0,0.0,35.18,1.0,0.0,0.0,0.0,0.0
1721,0.0,0.0,106.66000000000001,1.0,0.0,0.0,0.0,0.0
1722,0.0,0.0,7.3,2.0,46.03,1.0,0.0,0.0
1723,0.0,0.0,54.15,1.0,0.0,0.0,0.0,0.0
1724,0.0,0.0,57.13,1.0,52.239999999999995,1.0,110.94,1.0
1725,0.0,0.0,27.29,1.0,20.07,1.0,0.0,0.0
1726,0.0,0.0,22.0,1.0,0.0,0.0,86.7,1.0
1727,0.0,0.0,21.9,1.0,77.02000000000001,1.0,0.0,0.0
1728,0.0,0.0,54.7,1.0,0.0,0.0,0.0,0.0
1729,0.0,0.0,36.2,1.0,0.0,0.0,0.0,0.0
1730,0.0,0.0,99.5,1.0,99.46000000000001,2.0,155.65,4.0
1731,0.0,0.0,74.18,1.0,93.64999999999999,1.0,62.88000000000001,2.0
1732,0.0,0.0,18.85,1.0,0.0,0.0,0.0,0.0
1733,0.0,0.0,12.8,1.0,125.36000000000001,5.0,158.98,5.0
1734,0.0,0.0,20.0,1.0,98.0,2.0,0.0,0.0
1735,0.0,0.0,58.9,1.0,0.0,0.0,0.0,0.0
1736,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0
1737,0.0,0.0,109.9,1.0,200.20000000000002,2.0,0.0,0.0
1738,0.0,0.0,248.10000000000002,1.0,0.0,0.0,0.0,0.0
1739,0.0,0.0,97.10000000000001,1.0,0.0,0.0,0.0,0.0
1740,0.0,0.0,45.86000000000001,1.0,0.0,0.0,0.0,0.0
1741,0.0,0.0,19.9,1.0,0.0,0.0,0.0,0.0
1742,0.0,0.0,51.3,1.0,22.599999999999998,1.0,0.0,0.0
1743,0.0,0.0,84.48999999999998,3.0,80.91,2.0,79.72999999999999,1.0
1744,0.0,0.0,34.3,1.0,0.0,0.0,0.0,0.0
1745,0.0,0.0,41.5,1.0,0.0,0.0,0.0,0.0
1746,0.0,0.0,52.9,1.0,0.0,0.0,0.0,0.0
1747,0.0,0.0,14.290000000000001,1.0,0.0,0.0,0.0,0.0
1748,0.0,0.0,6.97,1.0,117.64999999999999,4.0,157.87,4.0
1749,0.0,0.0,6.14,1.0,23.03,2.0,0.0,0.0
1750,0.0,0.0,25.4,1.0,0.0,0.0,0.0,0.0
1751,0.0,0.0,11.57,1.0,169.34000000000003,5.0,35.5,1.0
1752,0.0,0.0,18.79,1.0,17.369999999999997,1.0,0.0,0.0
1753,0.0,0.0,39.01,1.0,0.0,0.0,0.0,0.0
1754,0.0,0.0,41.78,1.0,0.0,0.0,0.0,0.0
1755,0.0,0.0,90.38,1.0,0.0,0.0,45.29,1.0
1756,0.0,0.0,67.81,1.0,19.4,1.0,0.0,0.0
1757,0.0,0.0,14.8,1.0,64.9,3.0,51.699999999999996,2.0
1758,0.0,0.0,130.9,1.0,0.0,0.0,0.0,0.0
1759,0.0,0.0,23.01,1.0,0.0,0.0,46.5,1.0
1760,0.0,0.0,10.52,1.0,0.0,0.0,0.0,0.0
1761,0.0,0.0,47.940000000000005,2.0,146.48000000000002,3.0,0.0,0.0
1762,0.0,0.0,29.299999999999997,1.0,0.0,0.0,54.5,1.0
1763,0.0,0.0,118.8,1.0,0.0,0.0,0.0,0.0
1764,0.0,0.0,52.019999999999996,1.0,0.0,0.0,0.0,0.0
1765,0.0,0.0,61.17999999999999,1.0,238.4,5.0,291.27,6.0
1766,0.0,0.0,69.4,1.0,0.0,0.0,0.0,0.0
1767,0.0,0.0,39.69,1.0,84.2,2.0,0.0,0.0
1768,0.0,0.0,35.58,1.0,0.0,0.0,0.0,0.0
1769,0.0,0.0,50.51,1.0,67.92999999999999,1.0,0.0,0.0
1770,0.0,0.0,21.86,1.0,0.0,0.0,0.0,0.0
1771,0.0,0.0,5.3,1.0,0.0,0.0,0.0,0.0
1772,0.0,0.0,61.36,1.0,0.0,0.0,0.0,0.0
1773,0.0,0.0,80.47999999999999,1.0,16.23,1.0,0.0,0.0
1774,0.0,0.0,0.0,0.0,93.02,5.0,259.44999999999993,5.0
1775,0.0,0.0,0.0,0.0,4.8,1.0,0.0,0.0
1776,0.0,0.0,0.0,0.0,57.84,1.0,0.0,0.0
1777,0.0,0.0,0.0,0.0,122.36000000000003,1.0,0.0,0.0
1778,0.0,0.0,0.0,0.0,143.50000000000003,2.0,0.0,0.0
1779,0.0,0.0,0.0,0.0,72.83,3.0,0.0,0.0
1780,0.0,0.0,0.0,0.0,158.0,1.0,0.0,0.0
1781,0.0,0.0,0.0,0.0,50.13,1.0,0.0,0.0
1782,0.0,0.0,0.0,0.0,181.2,1.0,71.66,1.0
1783,0.0,0.0,0.0,0.0,40.14,1.0,0.0,0.0
1784,0.0,0.0,0.0,0.0,371.89,3.0,0.0,0.0
1785,0.0,0.0,0.0,0.0,10.22,1.0,0.0,0.0
1786,0.0,0.0,0.0,0.0,93.6,3.0,0.0,0.0
1787,0.0,0.0,0.0,0.0,133.02999999999997,2.0,77.1,2.0
1788,0.0,0.0,0.0,0.0,27.89,1.0,0.0,0.0
1789,0.0,0.0,0.0,0.0,110.60000000000001,1.0,0.0,0.0
1790,0.0,0.0,0.0,0.0,24.32,1.0,0.0,0.0
1791,0.0,0.0,0.0,0.0,27.419999999999998,2.0,31.51,1.0
1792,0.0,0.0,0.0,0.0,103.38000000000001,1.0,0.0,0.0
1793,0.0,0.0,0.0,0.0,38.6,3.0,21.700000000000003,1.0
1794,0.0,0.0,0.0,0.0,33.2,1.0,146.72,1.0
1795,0.0,0.0,0.0,0.0,51.400000000000006,2.0,0.0,0.0
1796,0.0,0.0,0.0,0.0,13.989999999999998,1.0,0.0,0.0
1797,0.0,0.0,0.0,0.0,23.1,1.0,0.0,0.0
1798,0.0,0.0,0.0,0.0,104.40000000000002,2.0,0.0,0.0
1799,0.0,0.0,0.0,0.0,40.74,1.0,22.700000000000003,1.0
1800,0.0,0.0,0.0,0.0,4.5,1.0,0.0,0.0
1801,0.0,0.0,0.0,0.0,23.8,1.0,0.0,0.0
1802,0.0,0.0,0.0,0.0,57.0,1.0,0.0,0.0
1803,0.0,0.0,0.0,0.0,34.6,1.0,0.0,0.0
1804,0.0,0.0,0.0,0.0,39.74,1.0,0.0,0.0
1805,0.0,0.0,0.0,0.0,45.8,1.0,0.0,0.0
1806,0.0,0.0,0.0,0.0,256.6,1.0,0.0,0.0
1807,0.0,0.0,0.0,0.0,31.03,1.0,0.0,0.0
1808,0.0,0.0,0.0,0.0,70.32,1.0,0.0,0.0
1809,0.0,0.0,0.0,0.0,17.09,1.0,0.0,0.0
1810,0.0,0.0,0.0,0.0,102.62,1.0,0.0,0.0
1811,0.0,0.0,0.0,0.0,27.38,2.0,0.0,0.0
1812,0.0,0.0,0.0,0.0,82.73000000000002,4.0,162.82000000000002,5.0
1813,0.0,0.0,0.0,0.0,40.55,1.0,33.800000000000004,1.0
1814,0.0,0.0,0.0,0.0,44.099999999999994,1.0,0.0,0.0
1815,0.0,0.0,0.0,0.0,226.68000000000004,4.0,0.0,0.0
1816,0.0,0.0,0.0,0.0,68.93999999999998,1.0,12.4,1.0
1817,0.0,0.0,0.0,0.0,15.47,1.0,36.57,1.0
1818,0.0,0.0,0.0,0.0,170.00000000000006,3.0,67.57,3.0
1819,0.0,0.0,0.0,0.0,29.02,1.0,0.0,0.0
1820,0.0,0.0,0.0,0.0,48.66,2.0,0.0,0.0
1821,0.0,0.0,0.0,0.0,5.8,1.0,0.0,0.0
1822,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0
1823,0.0,0.0,0.0,0.0,43.0,2.0,30.740000000000002,1.0
1824,0.0,0.0,0.0,0.0,66.24,1.0,0.0,0.0
1825,0.0,0.0,0.0,0.0,55.37,1.0,13.9,1.0
1826,0.0,0.0,0.0,0.0,20.8,1.0,0.0,0.0
1827,0.0,0.0,0.0,0.0,11.3,1.0,0.0,0.0
1828,0.0,0.0,0.0,0.0,46.17999999999999,1.0,0.0,0.0
1829,0.0,0.0,0.0,0.0,52.51,2.0,0.0,0.0
1830,0.0,0.0,0.0,0.0,17.11,1.0,79.31,1.0
1831,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0
1832,0.0,0.0,0.0,0.0,102.07000000000001,2.0,0.0,0.0
1833,0.0,0.0,0.0,0.0,28.77,2.0,0.0,0.0
1834,0.0,0.0,0.0,0.0,44.480000000000004,2.0,20.9,1.0
1835,0.0,0.0,0.0,0.0,50.239999999999995,1.0,0.0,0.0
1836,0.0,0.0,0.0,0.0,158.42000000000002,2.0,24.349999999999998,1.0
1837,0.0,0.0,0.0,0.0,22.7,1.0,0.0,0.0
1838,0.0,0.0,0.0,0.0,26.029999999999998,1.0,0.0,0.0
1839,0.0,0.0,0.0,0.0,356.86999999999995,6.0,136.65000000000003,5.0
1840,0.0,0.0,0.0,0.0,145.49,3.0,0.0,0.0
1841,0.0,0.0,0.0,0.0,57.6,1.0,0.0,0.0
1842,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0
1843,0.0,0.0,0.0,0.0,63.68,1.0,0.0,0.0
1844,0.0,0.0,0.0,0.0,37.32,1.0,0.0,0.0
1845,0.0,0.0,0.0,0.0,22.8,1.0,0.0,0.0
1846,0.0,0.0,0.0,0.0,229.79999999999998,2.0,0.0,0.0
1847,0.0,0.0,0.0,0.0,5.9,1.0,0.0,0.0
1848,0.0,0.0,0.0,0.0,41.699999999999996,1.0,0.0,0.0
1849,0.0,0.0,0.0,0.0,32.07,1.0,45.61,3.0
1850,0.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0
1851,0.0,0.0,0.0,0.0,87.82,2.0,32.099999999999994,1.0
1852,0.0,0.0,0.0,0.0,9.19,1.0,0.0,0.0
1853,0.0,0.0,0.0,0.0,34.6,1.0,0.0,0.0
1854,0.0,0.0,0.0,0.0,129.33,1.0,0.0,0.0
1855,0.0,0.0,0.0,0.0,77.4,1.0,0.0,0.0
1856,0.0,0.0,0.0,0.0,56.06,2.0,62.04,2.0
1857,0.0,0.0,0.0,0.0,10.9,1.0,0.0,0.0
1858,0.0,0.0,0.0,0.0,49.01,3.0,105.24,2.0
1859,0.0,0.0,0.0,0.0,14.690000000000001,1.0,0.0,0.0
1860,0.0,0.0,0.0,0.0,15.9,1.0,0.0,0.0
1861,0.0,0.0,0.0,0.0,20.2,1.0,0.0,0.0
1862,0.0,0.0,0.0,0.0,9.9,1.0,0.0,0.0
